,Name,State,Latitude,Longitude,Elevation,Mean temp winter,Mean temp spring,Mean temp summer,Mean temp autumn,Min temp winter,Max temp winter,Min temp spring,Max temp spring,Min temp summer,Max temp summer,Min temp autumn,Max temp autumn,Mean dew point winter,Mean dew point spring,Mean dew point summer,Mean dew point autumn,Mean sea level pressure winter,Mean sea level pressure spring,Mean sea level pressure summer,Mean sea level pressure autumn,Mean clouds clear percentage winter,Mean clouds clear percentage spring,Mean clouds clear percentage summer,Mean clouds clear percentage autumn,Mean clouds few percentage winter,Mean clouds few percentage spring,Mean clouds few percentage summer,Mean clouds few percentage autumn,Mean clouds scattered percentage winter,Mean clouds scattered percentage spring,Mean clouds scattered percentage summer,Mean clouds scattered percentage autumn,Mean clouds broken percentage winter,Mean clouds broken percentage spring,Mean clouds broken percentage summer,Mean clouds broken percentage autumn,Mean clouds overcast percentage winter,Mean clouds overcast percentage spring,Mean clouds overcast percentage summer,Mean clouds overcast percentage autumn,Heat index mean winter,Heat index mean summer,Heat index mean autumn,Wind chill mean winter,Wind chill mean spring,Wind chill mean summer,Wind chill mean autumn,Average wind speed winter,Average wind speed spring,Average wind speed summer,Average wind speed autumn,Percentage calm winter,Percentage calm spring,Percentage calm summer,Percentage calm autumn,Mean wind vector direction winter,Mean wind vector direction spring,Mean wind vector direction summer,Mean wind vector direction autumn,Mean wind vector magnitude winter,Mean wind vector magnitude spring,Mean wind vector magnitude summer,Mean wind vector magnitude autumn,Prevailing wind direction winter,Prevailing wind direction spring,Prevailing wind direction summer,Prevailing wind direction autumn,Prevailing wind percentage winter,Prevailing wind percentage spring,Prevailing wind percentage summer,Prevailing wind percentage autumn,Secondary wind direction winter,Secondary wind direction spring,Secondary wind direction summer,Secondary wind direction autumn,Secondary wind percentage winter,Secondary wind percentage spring,Secondary wind percentage summer,Secondary wind percentage autumn
362,OTTUMWA INDUSTRIAL AP, IA,41.1078,-92.4467,256.6,27.72730714623757,58.52354006337709,72.10864644635582,43.94581188582125,18.3,50.8,35.7,80.9,55.7,84.5,24.2,73.7,19.824088973024136,46.82526029877773,62.83983703033047,34.545718296677585,1019.2383341221014,1013.7625622453598,1015.0950203712088,1017.8106691623774,-9084.561429247517,-5473.706971480308,-149.78918062471706,-6925.617969115583,-9089.970373876004,-5500.660615663196,-212.4554549569941,-6946.843004211511,-9090.124940842405,-5501.719511090992,-215.56627433227703,-6947.311137108095,-9090.04060577378,-5502.066681756452,-217.8337256677229,-6947.369630322883,-9088.367534311406,-5497.910502489815,-215.56242643730195,-6943.845811885822,27.72730714623757,73.32987777274785,43.94585868039308,18.655371509701848,56.72978723404256,72.0637845178814,39.40224613944783,11.34524372929484,10.53870529651426,7.394250792213671,10.08876930276088,3.353336488405112,4.401629696695338,8.05898596650068,4.440149742629855,275.3984855655466,169.7818017202354,175.2390221819828,245.63687412260177,3.262233790818741,1.6632412856496153,1.5291081937528297,2.512494150678521,8.0,5.0,5.0,5.0,5.202082347373403,4.979176097781802,5.211860570393843,6.472625175479644,27.6,19.0,23.0,23.7,26.54235683861808,20.41665912177456,22.35400633770937,23.817875526438936
363,SPENCER MUNI AP, IA,43.1644,-95.2017,407.8,21.395362044486514,55.24101403349932,70.29049343594386,39.25025737014506,12.8,44.7,31.3,80.0,53.1,84.5,17.1,72.9,15.07875059157596,42.696242643730194,60.1427795382526,29.907393542349087,1019.4791292001892,1013.8162969669536,1014.9526935264826,1017.5050538137576,-9841.772503549457,-7009.595563603441,-1677.565097329108,-8288.387412260177,-9842.774301940368,-7027.281213218651,-1730.655228610231,-8299.77211043519,-9842.799337434926,-7027.8708012675415,-1732.8929832503395,-8299.91151146467,-9842.789256980595,-7028.276776822093,-1734.6430058850158,-8299.987365465606,-9842.500804543302,-7025.4165685830685,-1732.477863286555,-8297.591483387927,21.395362044486514,71.04318696242643,39.25025737014506,10.59138665404638,52.64259846084201,70.20203712086916,33.51137108095461,11.974775201135824,12.325486645540968,8.266681756450883,11.14913430042115,4.972929484145764,5.307605251244907,10.807831598008148,6.018109499298082,284.4959772834832,128.3218650973291,178.45857854232685,262.2236780533458,3.2461429247515383,1.9665459483929384,1.9909008601177,2.674964904071128,8.0,8.0,5.0,8.0,4.908187411263606,4.145314622000905,4.894069714803078,6.170800187178287,18.2,17.6,23.4,19.0,21.86985328916233,18.13834314169308,22.342462652784064,20.424473561066915
364,CEDAR RAPIDS MUNI AP, IA,41.8833,-91.7167,264.6,24.484761003312823,56.70995925758262,70.3949298325034,41.70257370145063,15.5,47.6,33.3,79.1,54.0,82.2,21.0,71.8,18.39824893516328,45.33811679492983,62.26740606609326,33.684838558727186,1019.0285849503076,1013.7996831145316,1015.1408329560886,1017.5826860084233,-8808.704022716518,-5811.964373019466,-189.97397012222729,-8345.047730463266,-8815.17330809276,-5835.686057039385,-247.9038931643277,-8355.74913430042,-8815.35428300994,-5836.07863286555,-249.03933906745127,-8355.873280299485,-8815.376431613819,-5836.702444545042,-253.6025350837483,-8356.004445484325,-8813.393658305728,-5833.780262562245,-252.1078315980081,-8354.27547964436,24.484761003312823,71.42000905387053,41.70257370145063,14.696166587789872,54.55572657311001,70.3274784970575,36.68591483387927,11.31717936583057,10.74205522861023,7.131281122679946,10.045531118390269,4.420681495504023,5.457039384336804,11.1649162516976,6.031913897987834,284.3610979649787,136.75464010864644,183.93798098687188,252.69630322882543,3.2576904874585897,1.6167496604798552,1.3204617473970122,2.1661207299953205,8.0,8.0,5.0,8.0,5.285849503076195,4.325939339067451,5.689904934359439,5.885353299017314,31.5,19.5,21.3,21.7,28.870042593469005,20.019284744228155,20.630783159800817,22.85671502105756
365,EAU CLAIRE RGNL AP, WI,44.8664,-91.4878,269.7,20.129105537150966,53.30135808057944,68.81027614305115,38.25166120729995,9.8,42.7,27.9,77.7,52.8,81.6,16.5,68.3,12.094746805489825,39.18456315074695,58.11706654594839,29.423678053345814,1018.3992427827734,1014.1204164780444,1014.5533272974196,1016.7197005147405,-8698.764600094653,-8705.288546853779,-3946.5172023540063,-9918.936686944317,-8706.606625650735,-8712.323540063377,-3981.347125396107,-9919.392700046794,-8706.71107430194,-8712.609732910818,-3983.2188320507016,-9919.415255030415,-8706.71391386654,-8712.754142145766,-3985.03282028067,-9919.42583060365,-8703.92172266919,-8711.562969669534,-3982.92598460842,-9919.3199344876,20.129105537150966,69.10774105930285,38.25166120729995,12.269096071935635,51.26962426437302,68.7553644182888,33.87342068320075,7.295551348793185,8.06831145314622,6.316523313716615,7.402339728591483,15.180123047799336,13.661566319601633,20.793345405160707,15.192746841366402,264.23852342640794,137.31869624264374,204.596650067904,239.24333177351429,2.056365357311879,1.3272068809416029,1.884834766862834,1.9680861020121667,7.0,2.0,5.0,7.0,6.6005679129200185,4.2679945676776825,5.407424173834314,6.064576509124942,16.3,15.5,14.8,16.0,18.682820634169428,16.306609325486644,17.930692621095524,17.61422554983622
366,REDWOOD FALLS MUNI AP, MN,44.5483,-95.0803,311.2,19.40662565073356,54.470665459483925,70.06790402897238,38.37402901263454,10.3,41.1,29.9,78.5,53.2,83.3,15.7,70.9,12.975816374822529,40.8623811679493,59.29941149841558,28.731867103416008,1019.3149077141506,1013.7726120416476,1014.294069714803,1016.9803930744034,-8651.278088026504,-7132.582707107288,-943.0925758261656,-8896.502667290593,-8659.240984382395,-7149.713807152558,-1001.3042100497964,-8903.676602714084,-8659.384145764318,-7150.2866455409685,-1003.8008148483476,-8903.758867571361,-8659.396545196403,-7150.583114531462,-1005.9376188320506,-8903.782779597566,-8656.338570752483,-7147.573381620643,-1002.9911724762338,-8901.912072999532,19.40662565073356,70.6386600271616,38.37402901263454,8.870042593469002,52.04087822544138,69.99479402444545,32.58455779129621,10.428726928537625,10.25015844273427,7.912630149388864,10.100982686008424,4.728537624230951,5.7229968311453145,9.833589859665006,5.745250350959288,279.96639848556555,190.0923494794025,198.2200090538705,254.0580252690688,3.150212967345007,1.291398822996831,2.246038931643278,2.854468881609733,8.0,8.0,5.0,8.0,5.506862281116895,4.21140787686736,6.083295608872793,5.491810949929808,34.3,19.9,21.7,24.8,31.71400851869381,20.619420552286105,21.935989135355367,26.405381375760413
367,HILO INTL AP, HI,19.7192,-155.0531,11.6,71.2071462375769,73.29157990040741,76.22181982797646,74.13930744033692,65.4,78.3,66.4,81.1,69.7,83.1,67.0,82.7,62.6278750591576,65.03318243549117,67.9599366229063,66.5443144595227,1016.7046852815902,1017.7960615663196,1001.22974196469,1015.8859148338794,-8265.05324183625,-8332.076278859213,-8331.978995020372,-8331.41403837155,-8264.881732134405,-8331.738026256226,-8331.536713444999,-8331.609124941506,-8264.686654046378,-8331.174739701222,-8330.949162516976,-8330.971548900325,-8262.765688594416,-8328.30977818017,-8328.177455862382,-8328.621712681328,-8260.48551822054,-8326.314576731553,-8326.9700769579,-8327.122882545626,71.67174633222905,77.96663648709824,75.39541413196069,71.20653099858022,73.28936170212766,76.22023540063377,74.138184370613,6.62669190724089,6.389950203712088,6.093119058397465,5.975152082358447,10.53880738286796,10.7013128112268,10.97510185604346,11.487786616752455,175.40369143398013,164.85785423268447,163.72114078768675,177.7735142723444,3.4698059630856606,4.052602987777275,4.179990946129471,3.605240992044923,6.0,6.0,6.0,6.0,4.920018930430667,4.950203712086918,5.0398370303304665,5.259709873654656,26.3,21.1,34.2,23.4,39.9168480832939,40.07546401086464,43.38239022181983,42.19789424426767
368,KAILUA KONA KE-AHOLE AP, HI,19.7356,-156.0489,13.1,75.18054898248936,77.85518334087823,80.63087369850611,78.79714553111839,69.4,80.5,71.0,83.6,74.8,85.5,70.4,85.2,62.40648367250355,65.36523313716613,68.11620642824808,66.57599438465138,1015.3456696639852,1016.1560887279312,1014.5363512901764,1014.3431913897988,-2139.2930430667293,-5467.585694884563,-5953.772159348121,-2584.2991109031354,-2177.358400378609,-5484.870620190131,-5969.290267089181,-2620.749649040711,-2175.607004259347,-5482.233182435491,-5966.243866002716,-2618.15985025737,-2180.820918125887,-5486.865097329108,-5972.386509732911,-2625.7086102012167,-2180.016232844297,-5486.473200543232,-5972.848619284745,-2625.343706130089,75.67581637482253,83.34449977365324,80.6799719232569,75.07127307146237,77.82956088727931,80.62765957446808,78.78160973327094,7.704732607666823,7.732820280669986,7.804119511090993,7.199719232569022,9.723379081874112,7.096604798551382,7.168899954730647,9.057370145063173,149.93705631803124,164.15663196016297,158.04074241738343,151.67009826860084,3.658069096071936,4.566319601629696,5.231914893617021,4.133130556855405,3.0,6.0,4.0,6.0,4.2304779933743495,4.767315527387958,4.399275690357628,4.194665418811418,24.9,30.6,30.6,31.0,28.252910553715097,33.52516976007244,37.21688546853781,32.56462330369678
369,DEL RIO LAUGHLIN AFB, TX,29.3667,-100.7833,327.1,55.44051112162802,75.96242643730194,84.62041647804436,63.95255030416472,40.6,78.0,57.6,95.6,70.3,98.1,43.6,88.2,39.15868433506863,58.59293798098688,66.59760072430964,49.957557323350485,861.863937529579,1011.4956541421458,1012.590991398823,1017.1536265793168,-9770.340842404165,-7470.774105930285,-4160.735174287008,-8504.727983153956,-9771.609749171794,-7482.991081937528,-4186.3095971027615,-8514.241834347215,-9771.69346900142,-7483.987188773201,-4188.860117700317,-8514.471080954609,-9771.704022716518,-7485.389316432775,-4192.526165685831,-8515.298876930276,-9771.668575485091,-7485.748257129923,-4193.783974649162,-8515.22938699111,55.44051112162802,86.93028519692169,64.15124005615348,53.90809275911026,75.91272068809417,84.62019013128112,63.27342068320074,8.904259346900142,11.170937075599818,9.876822091444094,8.316986429574168,9.381448177946048,4.270258035310095,4.005070167496605,9.554188114178755,105.719829626124,122.62426437301949,125.74422815753736,111.68694431445952,2.6412210127780407,7.851516523313717,8.285740153915798,3.4783809078146937,4.0,4.0,4.0,4.0,5.03691433980123,3.745133544590312,3.88909008601177,4.43238184370613,25.5,43.6,61.4,39.5,31.76549929010885,50.17333635129018,55.662788592123135,35.68432381843706
370,DEL RIO INTL AP, TX,29.3783,-100.9269,304.5,56.21656412683389,76.75314622000906,85.41865097329108,64.80533458118859,41.0,77.9,58.3,95.6,71.4,98.5,44.6,88.3,38.51646947468055,57.66550475328203,66.04060660932548,49.73350491343004,1017.870184571699,1010.8291987324582,1011.9496152105024,1016.651099672438,-2732.3000946521533,-2993.8839746491626,-841.5059755545495,-3506.9938699110903,-2784.464221486039,-3041.7800814848347,-900.6392937980987,-3552.2926064576504,-2785.905063890203,-3043.36188320507,-904.8645993662292,-3554.06724379972,-2785.5229058211075,-3043.677455862381,-906.3504753282028,-3554.15343940103,-2775.8174633222907,-3039.374784970575,-904.851833408782,-3548.217033224146,56.21656412683389,87.62752376641015,64.99270004679457,55.00052058684335,76.7154821186057,85.41253961068357,64.28797379503978,7.922621864647421,10.112267994567675,9.06989588048891,7.5144127281235376,13.52617132039754,5.18777727478497,4.804662743322771,13.003275620028075,113.730241362991,115.23494794024444,117.32775011317338,111.05287786616752,2.4746332229058208,7.309506564056133,7.772793119058397,3.485259709873654,4.0,4.0,4.0,4.0,5.705631803123521,4.014486192847443,3.766410140334993,5.293401965372017,25.9,37.8,45.4,24.0,33.82546142924751,50.34314169307379,56.86283386147578,40.69326158165653
371,WHEELER AAF 810.1, HI,21.4833,-158.0333,257.9,68.54088973024136,71.80832956088729,75.41543684925306,72.66452971455311,63.3,75.4,64.5,80.4,68.8,82.5,65.7,81.5,61.61287269285376,63.31466727025804,66.15088275237665,65.6818437061301,781.7233317557974,1017.197057492078,1015.614667270258,1005.1284043051008,-9704.390014197825,-9598.86220009054,-9221.426889995471,-6633.843097800655,-9705.132749645054,-9599.952919873243,-9223.52924400181,-6643.00538137576,-9705.21050638902,-9600.065595291986,-9223.796152105026,-6643.622929340197,-9705.09758637009,-9600.121095518334,-9224.059891353554,-6644.403790360318,-9705.273544723144,-9600.361837935716,-9224.304662743323,-6645.83682732803,68.85078088026503,76.56668175645088,73.610715956949,68.54027449124466,71.80774105930284,75.41502942507921,72.66438933083762,6.03771888310459,6.399909461294703,6.501539157990041,5.620215255030416,21.73028868906768,20.19660479855138,19.83110004526935,23.783153954141323,172.26502602934218,131.91806247170666,133.6663648709823,153.02667290594292,2.961902508282064,4.432095971027614,5.243232231779086,3.495601310248011,8.0,3.0,3.0,8.0,2.294841457643161,3.0810321412403803,3.5011317338162065,2.9948525970987365,30.8,25.2,20.4,22.6,28.42025556081401,33.933544590312366,37.83309189678588,30.310481984089847
372,KAHULUI AP, HI,20.8997,-156.4286,15.5,72.26341694273543,75.64363965595291,79.40452693526481,76.52218062704726,65.5,80.4,66.8,85.7,71.9,87.3,67.9,87.2,62.5581164221486,64.54735174287006,67.37157084653688,66.12166588675714,1016.9215806909606,1017.7759167043912,1016.2117700316884,1015.9761815629388,-784.7498343587316,-510.5732910819375,-265.38053417836124,-72.01216658867571,-787.3472787505917,-513.9313263920325,-267.91860570393845,-79.47767898923725,-777.3611452910553,-494.3033952014487,-247.3266183793572,-67.1842302292934,-800.8497397065784,-526.8417383431416,-283.9261656858307,-97.52377164248948,-803.7586843350686,-530.315572657311,-286.81779085559083,-99.51722040243332,72.77160435399905,81.41367134449978,77.96092653252222,72.26147657359205,75.6416478044364,79.40353100950658,76.52147870846981,10.63771888310459,12.73345405160706,14.070122227252153,11.111745437529246,8.469853289162328,5.932141240380263,4.239112720688095,7.808610201216659,59.19640321817322,52.52693526482571,48.3141693073789,55.51006083294338,6.730430667297681,11.193888637392485,13.22154821186057,9.07056621431914,2.0,2.0,2.0,2.0,2.7671557027922384,2.899502037120869,2.9067451335445904,2.966775854000936,40.7,73.9,80.1,40.1,44.98707998106957,62.8587143503848,74.4545948392938,55.7561534861956
373,HONOLULU INTL AP, HI,21.3239,-157.9294,2.1,73.87174633222905,77.03449524671798,80.67858759619737,78.03079082826392,68.7,79.9,70.2,85.4,74.9,87.0,71.2,86.0,62.52645527685755,64.04680851063831,66.83698506111362,66.19635002339729,1016.4677236157122,1017.4244001810774,1015.8606609325484,1015.539588207768,-2472.944723142451,-3335.08990493436,-2923.413580805795,-4130.455311183902,-2446.290724088973,-3311.413082842915,-2898.628791308284,-4106.980439868975,-2446.511121628017,-3307.651471253961,-2891.7029877772748,-4109.125970987365,-2461.039801230478,-3324.7147578089634,-2912.751380715256,-4122.276836686944,-2472.4979176526263,-3334.5874603893167,-2923.2910819375284,-4130.222133832475,74.3071462375769,82.46844726120416,79.41118390266728,73.87132039753904,77.03354459031236,80.6782254413762,78.02849789424428,8.905489824893516,10.564237211407876,11.220054323223176,9.24225549836219,9.552437292948415,5.359348121321864,3.571661385242191,8.553813757604118,49.49313771888311,56.44816659121775,57.059302851969214,54.864295741693965,5.128916232844297,8.541874151199638,10.211634223630602,7.01562938699111,2.0,2.0,2.0,2.0,3.4273544723142453,2.7790855590765053,2.9013128112267994,2.9644361254094527,29.3,54.5,63.6,45.5,35.2581164221486,52.9339520144862,61.34318696242644,45.670893776321954
374,MOLOKAI AP, HI,21.1544,-157.0961,135.0,71.20814008518693,73.97387958352195,77.98877320054324,75.8151614412728,66.0,77.8,67.4,82.6,72.3,84.2,69.3,84.1,62.50023663038334,64.6515165233137,67.76926210955183,66.35376696303229,1017.2097491717938,1018.0815301041196,1016.4561792666366,1016.2636406176886,-3927.394557501184,-1430.1516976007242,47.469397917609776,-794.3162377164248,-3939.330004732608,-1448.7456767768222,20.50642824807605,-819.9492278895648,-3935.2575958353054,-1443.4779085559078,24.586555002263463,-815.9751520823584,-3945.7369616658775,-1460.9011770031686,5.249705749207786,-831.1773514272344,-3948.461713203976,-1464.292530556813,2.1905839746491624,-834.6545156761815,71.61131093232372,79.78859212313264,77.06583996256435,71.20686228111688,73.96853779990946,77.98764146672703,75.81258773982218,9.45527685754851,10.7363965595292,11.57867813490267,9.58160973327094,10.597964978703263,7.047578089633318,3.771842462652784,8.820496022461395,41.05631803123521,42.045269352648255,42.1272068809416,42.62283575105288,6.444912446758163,9.533182435491174,11.013309189678589,8.068320074871314,2.0,2.0,2.0,2.0,1.044959772834832,1.053417836124943,1.050701674966048,1.0154422087037904,52.3,70.1,84.0,62.5,47.57832465688595,68.82295156179265,80.4832050701675,61.85676181562938
375,LIHUE WSO AP 1020.1, HI,21.9839,-159.3405,30.5,72.00657832465689,75.21892258940696,79.24038026256224,76.42489471221339,67.4,77.5,69.4,82.0,74.7,84.2,70.4,83.8,63.26441079034549,66.35473064735173,69.91462200090538,67.75311183902669,1017.1156649313772,993.328564961521,996.864870982345,938.95549836219,-7992.378797917652,-8162.910185604344,-7496.573970122227,-8161.402854468881,-7994.846616185518,-8162.779176097783,-7494.321910366682,-8161.722695367338,-7994.153620444866,-8162.125486645542,-7493.831643277502,-8161.01768834815,-7992.8319451017505,-8161.252965142598,-7495.3444545043,-8160.300701918578,-7992.304070042594,-8161.469126301493,-7496.84735174287,-8161.39433785681,72.47628963558923,81.86989588048893,78.04000935891436,72.00194036914338,75.21756450882751,79.24010864644637,76.42433317735143,12.183388547089448,12.954730647351743,13.460389316432774,12.26485727655592,2.440037860861335,1.3158442734268898,0.5305568130375735,1.6175011698642958,46.48698532891624,56.33454051607062,55.15210502489814,53.64436125409453,6.788073828679603,10.574105930285198,12.324535989135356,8.798175011698643,2.0,2.0,2.0,2.0,3.67439659252248,3.050248981439565,3.0,3.759007955077211,35.5,55.1,83.3,34.3,36.429200189304304,53.62716161158895,69.76423721140789,47.43079082826392
376,EWA KALAELOA AP, HI,21.3167,-158.0667,16.5,72.58097491717936,75.8853779990946,79.53209597102763,76.46312587739821,66.3,80.0,67.7,85.0,72.0,87.1,68.7,85.9,62.24860388073828,63.90923494794024,66.59053870529651,65.96616752456715,1017.5441552295316,1018.4751923947488,1016.9060208239024,1016.603369209172,-2636.10113582584,-4688.2974196469,-3566.7929379809866,-3391.5934487599434,-2667.445669663985,-4713.384880036215,-3597.9214124038026,-3425.037669630323,-2670.714292475154,-4716.309959257583,-3601.6120869171573,-3428.270004679457,-2671.4165641268337,-4717.217021276595,-3603.236396559529,-3430.31867103416,-2673.053383814481,-4717.616161158896,-3604.549479402445,-3431.020074871315,73.02134406057738,81.27596197374378,77.83640617688349,72.57832465688594,75.86129470348573,79.52937980986871,76.45699578848853,6.206956933270232,6.232503395201448,5.906111362607515,5.549836218998596,14.888925698059632,12.842688999547306,14.87116342236306,17.926579316799252,80.22716516800757,71.81258488003621,69.44228157537347,73.08095460926532,2.634074775201136,4.400543232231779,4.978678134902672,3.649508656995789,2.0,2.0,2.0,2.0,3.150970184571699,2.9642372114078768,2.9298325033952013,2.961160505381376,27.5,44.0,40.7,39.1,35.25362044486512,40.262290629244,43.28469895880489,37.78039307440338
377,HOLLOMAN AFB, NM,32.85,-106.1,1267.4,45.40937056318031,69.86346763241286,80.16577636939792,54.84323818437061,27.6,70.5,42.6,96.1,59.8,95.7,31.3,84.0,19.95220066256508,25.69420552286102,51.94979628791309,31.0676649508657,850.4365830572646,496.2349026708919,633.0248981439566,1016.3342068320076,-1746.616942735447,-1053.058669081032,-3109.704210049796,-245.880767430978,-1800.141978230005,-1106.461521050249,-3138.5417383431413,-314.62475432849794,-1802.49829626124,-1112.1305115436849,-3143.0305115436845,-318.076649508657,-1802.0648367250355,-1113.1059755545496,-3144.2242191036667,-318.4895180159102,-1805.133980123048,-1116.631145314622,-3148.167451335446,-320.40889096864765,45.40937056318031,80.16582163875057,54.84323818437061,42.83151916706105,69.56260751471254,80.16337709370755,53.51600374356576,7.110790345480359,9.108374830239928,7.256586690810322,6.427655591951334,17.656270705158544,9.3713897691263,13.668673607967406,19.50889096864764,152.31235210601042,186.7894975101856,163.65233137166138,148.62938699110904,2.2466635115948885,4.609144409234947,2.6728383884110456,2.169489939167057,4.0,4.0,5.0,4.0,3.94178892569806,4.761883205070167,4.832503395201448,4.034627983153954,18.7,23.7,24.1,20.2,20.944249881684808,27.51828881846989,23.292892711634224,21.417220402433315
378,CHILDRESS MUNI AP, TX,34.4272,-100.2831,594.7,44.5330809275911,68.91810774105929,81.33807152557718,55.31867103416004,30.8,68.4,45.4,92.6,63.2,95.7,33.5,84.3,25.77761476573592,47.96310547759167,61.25115436849253,37.75212915301825,1018.4468528159016,1011.5952919873246,1013.1482571299232,1017.4500701918575,54.94936109796498,-61.92661837935717,79.6988682661838,72.69606925596631,-25.73639375295788,-133.9793571751924,9.005930285196921,-10.984838558727189,-26.699574065309985,-136.93200543232234,4.754142145767316,-12.06658867571362,-26.55825840037861,-137.7332729741965,2.5471706654594843,-12.540243331773514,-18.206814955040223,-132.43291081937528,3.994839293798098,-7.4318203088441726,44.5330809275911,81.86826618379357,55.31927936359382,40.32342640795078,68.35903123585334,81.32181982797646,53.20570893776321,10.660719356365355,12.231100045269352,9.00932548664554,9.710481984089846,4.368054898248936,2.962652784065188,5.0006337709370765,5.018203088441741,245.99290108849976,181.85332729741964,165.42236306020823,213.51193261581656,2.241173686701372,4.319330013580806,5.225712992304209,2.524333177351428,1.0,5.0,5.0,5.0,4.504969238050165,3.892711634223631,4.422815753734722,3.4590547496490407,20.2,25.4,41.2,22.2,22.360056791292003,29.3090991398823,36.00801267541875,27.22283575105288
379,CLOVIS CANNON AFB, NM,34.3833,-103.3167,1309.1,41.28381448177946,63.87677682209144,75.55885015844274,50.98890968647637,26.1,65.6,40.9,90.6,57.6,90.6,30.3,80.2,-21.76777094178893,36.4375282933454,56.36405613399728,32.212868507253155,1018.6045906294368,1011.9459936622908,1014.2829334540515,1018.066963032288,-2600.223473734028,-1073.401674966048,-3399.9699411498414,-2244.0581188582123,-2648.663842877425,-1125.324264373019,-3429.124943413309,-2301.448479176416,-2651.014434453384,-1129.580443639656,-3432.853191489361,-2303.5499298081418,-2650.4711310932325,-1131.0229968311455,-3434.800543232232,-2304.2945250350963,-2649.817794604827,-1132.7687641466728,-3438.292847442281,-2303.429527374825,-1.447657359204926,75.601674966048,50.98890968647637,36.043114055844775,62.86346763241287,75.53082842915346,48.01843706130089,11.690534784666353,12.166410140334992,9.042191036668177,10.713149274684136,4.885896829152864,3.920823902218197,7.169216840199185,5.72962096396818,277.41362991008043,215.9429606156632,175.8673607967406,259.6588675713617,4.373686701372456,4.074875509280218,4.178542326844727,3.870800187178288,7.0,6.0,5.0,7.0,5.838618078561288,5.425079221367135,4.787686736079674,5.514272344408049,30.0,18.1,28.3,28.1,27.54046379555135,23.376686283386142,28.614350384789496,27.66850725315863
380,ROSWELL IND AIR PK, NM,33.3075,-104.5083,1112.2,44.70738286796025,69.28469895880487,79.64028972385695,53.9250818905007,26.8,71.2,43.0,96.1,60.2,95.8,30.5,84.2,21.02546142924752,33.022453598913536,55.02014486192847,33.21740758072064,1016.2551348793183,1008.8373472159348,1011.0167496604798,1015.6574169396353,87.79204921911972,89.52227252150294,82.01878678134902,74.49920449227889,2.1407004259346896,2.9277048438207336,6.540470801267542,-11.578053345811886,1.6354945575011832,1.935129017655048,4.078270710728837,-12.242161909218533,1.5219592995740654,1.656315074694432,3.1116794929832507,-12.620402433317734,6.915664931377188,3.96183793571752,4.251290176550476,-8.376743097800652,44.70738286796025,79.6413761883205,53.9250818905007,41.734216753431134,68.8843368039837,79.61475780896333,52.40074871314927,8.080501656412684,10.12883657763694,7.90181077410593,7.227983153954142,13.967818267865594,7.559846084200997,11.075690357627884,16.3578848853533,257.2981542830099,212.61068356722492,166.4160253508375,220.01731399157697,2.2809275911026976,3.7315527387958354,3.668356722498869,2.191764155357978,5.0,5.0,5.0,5.0,5.264079507808803,4.502942507922136,4.046174739701223,5.095460926532522,23.8,22.3,32.9,20.4,23.16242309512541,23.891353553644183,30.763829787234044,25.355545156761817
381,MIDLAND ODESSA, TX,31.9433,-102.1889,874.2,48.35026029342168,72.22548664554097,81.6820733363513,58.12971455311184,33.1,72.8,48.6,95.5,64.8,95.3,36.1,84.6,27.06142924751538,44.959212313263926,59.13721140787687,39.05624707533926,1016.9661145291057,1010.1167949298324,1012.0362154821186,1016.1644829199812,45.86138192143871,85.06478044363965,-53.83363512901765,-22.42171268132896,-35.610601041173695,4.294114984155727,-122.62195563603436,-104.77103416003744,-36.16758163748225,2.855998189225894,-126.17369850611136,-105.38357510528776,-36.03052531945102,2.166455409687641,-127.86862833861478,-105.87023865231632,-27.71448177946048,5.620507016749661,-127.15355364418288,-100.7116518483856,48.35026029342168,81.82236306020823,58.12971455311184,45.106578324656894,71.90950656405613,81.66686283386147,56.57529246607393,10.52560340747752,12.572068809416024,10.144228157537349,9.823912026204958,5.602839564600094,2.613807152557719,4.324988682661838,6.231258773982218,218.41836251774728,171.753282028067,147.92077863286556,184.7894244267665,2.3393752957879794,5.892666364870983,7.188456315074694,3.096958352831072,5.0,5.0,5.0,5.0,5.070989115002367,4.861928474422816,4.419646899049344,4.584932147870847,20.1,25.9,37.6,26.7,22.561713203975387,31.259393390674514,40.85694884563151,28.318764623303696
